id,time,antenna,rssi,phase,channel,channelNum,epc
88,761689,0,-43.5,1.9450876390389933,920.625,0,FFFF
89,764310,0,-42.0,1.9634954084936211,920.625,0,FFFF
90,778859,1,-40.0,3.3440781175906977,920.625,0,FFFF
91,783244,1,-39.5,3.2704470397721868,920.625,0,FFFF
92,804575,3,-65.5,4.2031073588066565,920.625,0,FFFF
93,806926,3,-66.0,4.270602513473625,920.625,0,FFFF
94,817617,0,-41.5,1.8591847149173972,920.625,0,FFFF
95,828636,0,-41.0,1.8837284075235674,920.625,0,FFFF
96,841093,1,-40.0,3.436116964863836,920.625,0,FFFF
97,848457,1,-39.5,3.472932503773092,920.625,0,FFFF
98,865464,3,-66.0,4.104932588381976,920.625,0,FFFF
99,867819,3,-66.0,4.147884050442774,920.625,0,FFFF
100,877315,0,-41.0,1.8223691760081415,920.625,0,FFFF
101,885756,0,-41.0,1.8285050991596838,920.625,0,FFFF
102,897996,1,-39.5,3.6017868899554855,920.625,0,FFFF
103,900619,1,-40.0,3.6140587362585705,920.625,0,FFFF
104,918492,3,-67.5,3.902447124381071,920.625,0,FFFF
105,921099,3,-67.5,3.865631585471816,920.625,0,FFFF
106,930851,0,-41.0,1.7855536370988867,920.625,0,FFFF
107,934960,0,-40.5,1.7548740213411733,920.625,0,FFFF
108,945904,1,-40.5,3.706097583531709,920.625,0,FFFF
109,948226,1,-40.5,3.7429131224409646,920.625,0,FFFF
110,972167,3,-67.5,3.5588354278946874,920.625,0,FFFF
111,975384,3,-68.0,3.4913402732277192,920.625,0,FFFF
112,985108,0,-40.5,1.7794177139473435,920.625,0,FFFF
113,988500,0,-40.5,1.7855536370988867,920.625,0,FFFF
114,999641,1,-40.5,3.8410878928656453,920.625,0,FFFF
115,1016056,1,-40.5,3.9085830475326135,920.625,0,FFFF
116,1044630,3,-68.0,3.4054373491061236,920.625,0,FFFF
117,1047260,3,-68.0,3.356349963893783,920.625,0,FFFF
118,1058530,0,-40.5,1.6566992509164926,920.625,0,FFFF
119,1060924,0,-41.0,1.6812429435226628,920.625,0,FFFF
120,1077023,1,-41.5,4.086524818927348,920.625,0,FFFF
121,1079407,1,-41.0,3.933126740138784,920.625,0,FFFF
122,1102620,3,-69.0,2.8532042654672924,920.625,0,FFFF
123,1106382,3,-68.5,3.043417883165112,920.625,0,FFFF
124,1116128,0,-40.0,1.7241944055834608,920.625,0,FFFF
125,1118426,0,-40.0,1.6935147898257474,920.625,0,FFFF
126,1130893,1,-41.0,3.810408277107933,920.625,0,FFFF
127,1134251,1,-41.5,4.3074180523828804,920.625,0,FFFF
128,1153441,3,-67.5,2.9268353432858034,920.625,0,FFFF
129,1157331,3,-68.0,2.736621725587984,920.625,0,FFFF
130,1170496,0,-40.0,1.7426021750380887,920.625,0,FFFF
131,1173137,0,-40.0,1.6935147898257474,920.625,0,FFFF
132,1184194,1,-41.5,4.3933209765044765,920.625,0,FFFF
133,1188105,1,-41.5,4.411728745959104,920.625,0,FFFF
134,1197935,2,-73.0,0.5951845456996292,920.625,0,FFFF
135,1200987,2,-72.5,0.5829126993965437,920.625,0,FFFF
136,1211679,3,-68.5,2.693670263527186,920.625,0,FFFF
137,1214227,3,-68.5,2.5586799541932495,920.625,0,FFFF
138,1224802,0,-40.0,1.6260196351587792,920.625,0,FFFF
139,1230557,0,-40.0,1.6382914814618648,920.625,0,FFFF
140,1240955,1,-41.5,4.583534594202296,920.625,0,FFFF
